,count,unique,top,freq,mean,min,25%,50%,75%,max,std
vedic_rahu_full_degree,45290.0,,,,121.21577345992495,0.0,41.4,81.97,126.3675,359.99,114.8477999661546
vedic_rahu_padam,45290.0,,,,2.3991609626849195,1.0,1.0,2.0,3.0,4.0,1.119876249347604
vedic_rahu_speed_deg_per_day,45290.0,,,,-0.06000309119010821,-0.13,-0.06,-0.06,-0.06,-0.06,0.0004651650564474711
vedic_rahu_right_ascension,45290.0,,,,108.11522631927576,0.0,43.6,87.1,131.3325,359.99,92.99270702030462
vedic_rahu_declination,45290.0,,,,14.386968425701037,-7.46,9.97,17.03,21.54,23.43,8.654978222558547
vedic_rahu_nakshatra,47533,16,Pushya,5071,,,,,,,
vedic_ketu_full_degree,45290.0,,,,227.18088717156107,136.72,183.34,227.035,274.0875,321.13,50.84757237448239
vedic_ketu_padam,45290.0,,,,2.5213071318171782,1.0,1.0,3.0,3.0,4.0,1.1114448467319853
vedic_ketu_speed_deg_per_day,45290.0,,,,-0.06000309119010821,-0.13,-0.06,-0.06,-0.06,-0.06,0.0004651650564474711
vedic_ketu_right_ascension,45290.0,,,,251.3441951865754,162.42,205.56,249.64,300.3175,346.4,51.894493994473095
