,count,unique,top,freq,mean,min,25%,50%,75%,max,std
vedic_ketu_declination,45290.0,,,,-14.396968425701036,-23.44,-21.55,-17.04,-9.98,7.45,8.65497822255855
vedic_ketu_nakshatra,47533,16,U Ashadha,4033,,,,,,,
vedic_spashth_rahu_full_degree,45290.0,,,,119.44472223448886,0.15,40.1075,83.14500000000001,125.105,359.62,113.90215409011905
vedic_spashth_rahu_padam,45290.0,,,,2.3793331861338043,1.0,1.0,2.0,3.0,4.0,1.0789973930467627
vedic_spashth_rahu_speed_deg_per_day,45290.0,,,,-0.05916824906160299,-0.26,-0.1,-0.04,-0.01,0.03,0.06558607993410157
vedic_spashth_rahu_right_ascension,45290.0,,,,108.95157739015237,0.01,42.61,88.81,130.81,359.99,93.63218805561915
vedic_spashth_rahu_declination,45290.0,,,,14.31930911901082,-8.07,9.7,16.77,21.73,23.43,8.675236286586488
vedic_spashth_rahu_nakshatra,47533,16,Ashwini,4674,,,,,,,
vedic_spashth_ketu_full_degree,45290.0,,,,227.23010532126298,135.11,182.04,226.58,272.9475,320.03,51.09435794855999
vedic_spashth_ketu_padam,45290.0,,,,2.5288584676529036,1.0,1.0,3.0,4.0,4.0,1.1490979922645013
vedic_spashth_ketu_speed_deg_per_day,45290.0,,,,-0.05916824906160299,-0.26,-0.1,-0.04,-0.01,0.03,0.06558607993410157
vedic_spashth_ketu_right_ascension,45290.0,,,,251.40156635018772,160.92,204.33,249.16,299.1275,345.37,52.138729875434635
vedic_spashth_ketu_declination,45290.0,,,,-14.32930911901082,-23.44,-21.74,-16.78,-9.71,8.06,8.675236286586488
vedic_spashth_ketu_nakshatra,47533,16,Shravana,4411,,,,,,,
cone_point_count,455.0,,,,45.604395604395606,23.0,27.0,28.0,47.0,127.0,32.693301500689074
cone_area_deg2,455.0,,,,138.5039389010989,0.897,2.583,3.5826,107.6572,1528.7511,283.2652044845035
cone_lon_min,455.0,,,,5.3286879692307645,-179.998258,-59.539809,57.262412,70.261536,132.965148,109.27304824338098
cone_lon_max,455.0,,,,89.23055485714285,-26.823535,60.686662,72.692561,135.157154,179.981588,62.63190283805467
cone_lat_min,455.0,,,,-1.4287297824175806,-35.133108,-33.399662,-25.133759,33.166689,42.369224,32.64856759271542
cone_lat_max,455.0,,,,4.144203215384615,-34.066689,-29.969224,-17.469224,46.132771,52.365069,34.84921485288343
cone_lon_spread,455.0,,,,83.90187252747253,2.0459,2.431,3.4243,32.7163,359.9798,145.5816377483862
cone_lat_spread,455.0,,,,5.57290901098901,1.0664,3.4304,3.7635,4.9304,19.1984,5.3331736999810655
samvatsara,47533,11,Vilambi,6110,,,,,,,
hour_utc,47533.0,,,,10.479624681800013,0.0,6.0,12.0,18.0,23.0,6.875568900753075
day_of_week,47533.0,,,,3.0088149285759367,0.0,1.0,3.0,5.0,6.0,2.001794335967999
day_of_year,47533.0,,,,206.9231902046999,1.0,137.0,233.0,278.0,366.0,98.43200154439936
month,47533.0,,,,7.307723055561399,1.0,5.0,8.0,10.0,12.0,3.2250959840629405
dinamana_minutes,45553.0,,,,739.8126398554066,475.6,703.4333333333333,736.55,774.6166666666667,1015.4333333333333,51.86707823919222
ratrimana_minutes,45553.0,,,,700.4531432251077,425.6333333333333,665.7333333333333,703.4833333333333,736.8666666666667,966.05,51.85032006155369
wind_change,46589.0,,,,-0.020863293910579752,-55.0,-2.0,0.0,2.0,70.0,3.5784386012629135
pressure_change,46507.0,,,,-0.03820930182553164,-36.0,-1.0,0.0,1.0,29.0,2.600341298614143
lon_change,46589.0,,,,-0.14973126703728348,-359.9,-0.5,-0.20000000000000284,0.09999999999999432,360.31,5.012778343060235
lat_change,46589.0,,,,0.10251604455987465,-4.399999999999999,-0.09999999999999964,0.09999999999999964,0.3000000000000007,4.100000000000001,0.350611446587845
displacement,46589.0,,,,0.6039342328434798,0.0,0.30000000000001137,0.4517742799230535,0.6708203932499369,360.310019982792,4.991899479665493
hours_elapsed,46589.0,,,,3.0146386486080403,0.08333333333333333,3.0,3.0,3.0,84.0,0.7809744784854553
movement_speed,46589.0,,,,0.19512809857908545,0.0,0.10268614533832765,0.15691469727919746,0.22360679774997896,120.103339994264,1.4005015563108014
